"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","NotWorkingYears","YearsAtOtherCompanies","HazardRatio_CoxPH","Hazard_RSF_Current","Hazard_RSF_0","Hazard_RSF_1","Hazard_RSF_2","Hazard_RSF_3","Hazard_RSF_4","Hazard_RSF_5","Hazard_RSF_in_5_Years","Hazard_RSF_6"
35,FALSE,"Travel_Rarely",1296,"Research & Development",5,4,"Technical Degree",1,464,3,"Male",62,3,3,"Manufacturing Director",2,"Single",8095,18264,0,TRUE,FALSE,13,3,4,80,0,17,5,3,16,6,0,13,18,1,2.44247097848573,0,0,0,0.00296962481962482,0.00369713804713805,0.00369713804713805,0.00724414659414659,0.00724414659414659,0.00769869204869205
23,FALSE,"Travel_Rarely",1309,"Research & Development",26,1,"Life Sciences",1,465,3,"Male",83,3,1,"Research Scientist",4,"Divorced",2904,16092,1,TRUE,FALSE,12,3,3,80,2,4,2,2,4,2,0,2,19,0,2.45974399005745,0.00135492859630791,0.00135492859630791,0.00135492859630791,0.00714505308534544,0.022164692929356,0.024664692929356,0.0280435728213938,0.0280435728213938,0.0280435728213938
47,FALSE,"Travel_Frequently",1309,"Sales",4,1,"Medical",1,467,2,"Male",99,3,2,"Sales Representative",3,"Single",2976,25751,3,TRUE,FALSE,19,3,1,80,0,5,3,3,0,0,0,0,42,5,29.0558903534739,0.00268210955710956,0.00268210955710956,0.00268210955710956,0.0775025047286902,0.110004926797979,0.136015221027313,0.152540986182874,0.152540986182874,0.189144160786048
42,FALSE,"Travel_Rarely",810,"Research & Development",23,5,"Life Sciences",1,468,1,"Female",44,3,4,"Research Director",4,"Single",15992,15901,2,TRUE,FALSE,14,3,2,80,0,16,2,3,1,0,0,0,26,15,0.405055988765281,0.000819397993311037,0.000819397993311037,0.000819397993311037,0.00838376142423457,0.00891007721370825,0.00891007721370825,0.013874362927994,0.013874362927994,0.0154625982221116
29,FALSE,"Non-Travel",746,"Sales",2,3,"Life Sciences",1,469,4,"Male",61,3,2,"Sales Executive",3,"Married",4649,16928,1,TRUE,FALSE,14,3,1,80,1,4,3,2,4,3,0,2,25,0,2.89663413104851,0,0,0,0.00505176767676768,0.0131968821540803,0.0145624006935119,0.0350509764452455,0.0350509764452455,0.0439439445882137
42,FALSE,"Travel_Rarely",544,"Human Resources",2,1,"Technical Degree",1,470,3,"Male",52,3,1,"Human Resources",3,"Divorced",2696,24017,0,TRUE,TRUE,11,3,3,80,1,4,5,3,3,2,1,0,38,1,15.9553497785088,0.0288744165340133,0.0288744165340133,0.0288744165340133,0.114992737474539,0.169972572198004,0.244289620732545,0.262050984368908,0.262050984368908,0.362507638825562
32,FALSE,"Travel_Rarely",1062,"Research & Development",2,3,"Medical",1,471,3,"Female",75,3,1,"Laboratory Technician",2,"Married",2370,3956,1,TRUE,FALSE,13,3,3,80,1,8,4,3,8,0,0,7,24,0,6.35956746097491,0,0,0,0.0100354560093691,0.0208004652541737,0.0274671319208404,0.0308957033494118,0.0308957033494118,0.0328957033494118
48,FALSE,"Travel_Rarely",530,"Sales",29,1,"Medical",1,473,1,"Female",91,3,3,"Manager",3,"Married",12504,23978,3,TRUE,FALSE,21,4,2,80,1,15,3,1,0,0,0,0,33,15,0.341139275740057,0.00166666666666667,0.00166666666666667,0.00166666666666667,0.0204462983260937,0.024047747601456,0.0263002538671202,0.027069484636351,0.027069484636351,0.038429133759158
37,FALSE,"Travel_Rarely",1319,"Research & Development",6,3,"Medical",1,474,3,"Male",51,4,2,"Research Scientist",1,"Divorced",5974,17001,4,TRUE,TRUE,13,3,1,80,2,13,2,3,7,7,6,7,24,6,7.47546966445258,0,0,0,0.00190905316572483,0.00413070558737725,0.00735589223647694,0.0112354462909536,0.0112354462909536,0.0157179498984572
30,FALSE,"Non-Travel",641,"Sales",25,2,"Technical Degree",1,475,4,"Female",85,3,2,"Sales Executive",3,"Married",4736,6069,7,TRUE,TRUE,12,3,2,80,1,4,2,4,2,2,2,2,26,2,8.80323345161028,0.00817096337167528,0.00817096337167528,0.00817096337167528,0.0140923453403189,0.0298763325782141,0.0484073206107366,0.0801877411772926,0.0801877411772926,0.0858864452509967
26,FALSE,"Travel_Rarely",933,"Sales",1,3,"Life Sciences",1,476,3,"Male",57,3,2,"Sales Executive",3,"Married",5296,20156,1,TRUE,FALSE,17,3,2,80,1,8,3,3,8,7,7,7,18,0,2.89663413104851,0,0,0,0.000854545454545455,0.00191010101010101,0.00249833630421866,0.00965923096511332,0.00965923096511332,0.0104284617343441
42,FALSE,"Travel_Rarely",1332,"Research & Development",2,4,"Other",1,477,1,"Male",98,2,2,"Healthcare Representative",4,"Single",6781,17078,3,TRUE,FALSE,23,4,2,80,0,14,6,3,1,0,0,0,28,13,2.56010605614069,0.0174770003902703,0.0174770003902703,0.0174770003902703,0.062414583578048,0.0765779716284296,0.100356889032499,0.156123885280145,0.156123885280145,0.180068647217554
21,TRUE,"Travel_Frequently",756,"Sales",1,1,"Technical Degree",1,478,1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,TRUE,TRUE,11,3,3,80,0,3,3,3,3,2,1,2,18,0,88.3044852590456,0.0480821553713761,0.0480821553713761,0.0480821553713761,0.271376438409348,0.40190598459229,0.734317515613728,0.865189393735606,0.865189393735606,1.17329653659275
36,FALSE,"Non-Travel",845,"Sales",1,5,"Medical",1,479,4,"Female",45,3,2,"Sales Executive",4,"Single",6653,15276,4,TRUE,FALSE,15,3,2,80,0,7,6,3,1,0,0,0,29,6,6.43556510954931,0.000344827586206897,0.000344827586206897,0.000344827586206897,0.000701970443349754,0.00394345263265803,0.00496647053547133,0.00740210842699157,0.00740210842699157,0.00740210842699157
36,FALSE,"Travel_Frequently",541,"Sales",3,4,"Medical",1,481,1,"Male",48,2,3,"Sales Executive",4,"Married",9699,7246,4,TRUE,FALSE,11,3,1,80,1,16,2,3,13,9,1,12,20,3,2.89663413104851,0.00208396178984414,0.00208396178984414,0.00208396178984414,0.0268840299037426,0.0339278408432057,0.0388604360258009,0.05117551094343,0.05117551094343,0.0530827791138561
57,FALSE,"Travel_Rarely",593,"Research & Development",1,4,"Medical",1,482,4,"Male",88,3,2,"Healthcare Representative",3,"Married",6755,2967,2,TRUE,FALSE,11,3,3,80,0,15,2,3,3,2,1,2,42,12,1.32050993435819,0,0,0,0.00112637362637363,0.00112637362637363,0.00112637362637363,0.00171460892049127,0.00171460892049127,0.00171460892049127
40,FALSE,"Travel_Rarely",1171,"Research & Development",10,4,"Life Sciences",1,483,4,"Female",46,4,1,"Laboratory Technician",3,"Married",2213,22495,3,TRUE,TRUE,13,3,3,80,1,10,3,3,7,7,1,7,30,3,19.327521004512,0.039275475229608,0.039275475229608,0.039275475229608,0.201811286602855,0.272518741512777,0.423577528228298,0.485921040108574,0.485921040108574,0.686560914123448
33,TRUE,"Travel_Rarely",350,"Sales",5,3,"Marketing",1,485,4,"Female",34,3,1,"Sales Representative",3,"Single",2851,9150,1,TRUE,TRUE,13,3,2,80,0,1,2,3,1,0,0,0,32,0,88.3044852590456,0.0302010495922866,0.0302010495922866,0.0302010495922866,0.256632576245835,0.36634127302086,0.611597021357491,0.67263032139079,0.67263032139079,0.947399163659633
37,FALSE,"Travel_Rarely",921,"Research & Development",10,3,"Medical",1,486,3,"Female",98,3,1,"Laboratory Technician",1,"Married",3452,17663,6,TRUE,FALSE,20,4,2,80,1,17,3,3,5,4,0,3,20,12,6.35956746097491,0.000555555555555556,0.000555555555555556,0.000555555555555556,0.00176070853462158,0.0137614348401433,0.0137614348401433,0.0287241330896062,0.0287241330896062,0.0355318253972985
46,FALSE,"Non-Travel",1144,"Research & Development",7,4,"Medical",1,487,3,"Female",30,3,2,"Manufacturing Director",3,"Married",5258,16044,2,TRUE,FALSE,14,3,3,80,0,7,2,4,1,0,0,0,39,6,1.25983342906273,0.000476190476190476,0.000476190476190476,0.000476190476190476,0.00245573593073593,0.00691851783058877,0.00768774859981954,0.00933153944949274,0.00933153944949274,0.0147546620784977
41,TRUE,"Travel_Frequently",143,"Sales",4,3,"Marketing",1,488,1,"Male",56,3,2,"Sales Executive",2,"Single",9355,9558,1,TRUE,FALSE,18,3,3,80,0,8,5,3,8,7,7,7,33,0,6.43556510954931,0.0343363036852513,0.0343363036852513,0.0343363036852513,0.0724882129404646,0.110088934824061,0.158100151505556,0.23525681115138,0.23525681115138,0.282467223073479
50,FALSE,"Travel_Rarely",1046,"Research & Development",10,3,"Technical Degree",1,491,4,"Male",100,2,3,"Healthcare Representative",4,"Single",10496,2755,6,TRUE,FALSE,15,3,4,80,0,20,2,3,4,3,1,3,30,16,2.56010605614069,4e-04,4e-04,4e-04,0.00462397621535553,0.00505875882405118,0.00605875882405118,0.0196982761694509,0.0196982761694509,0.0196982761694509
40,TRUE,"Travel_Rarely",575,"Sales",22,2,"Marketing",1,492,3,"Male",68,2,2,"Sales Executive",3,"Married",6380,6110,2,TRUE,TRUE,12,3,1,80,2,8,6,3,6,4,1,0,32,2,7.68184355624146,0.00319732915988318,0.00319732915988318,0.00319732915988318,0.00478209233385175,0.0204097997044831,0.0287099012322061,0.0547035356294715,0.0547035356294715,0.0587052700062059
31,FALSE,"Travel_Rarely",408,"Research & Development",9,4,"Life Sciences",1,493,3,"Male",42,2,1,"Research Scientist",2,"Single",2657,7551,0,TRUE,TRUE,16,3,4,80,0,3,5,3,2,2,2,2,28,1,22.5517159014684,0.0349406962716178,0.0349406962716178,0.0349406962716178,0.140172780900704,0.22022303796704,0.291299668422927,0.372999873446661,0.372999873446661,0.581597284205837
29,FALSE,"Travel_Rarely",1283,"Research & Development",23,3,"Life Sciences",1,495,4,"Male",54,3,1,"Research Scientist",4,"Single",2201,18168,9,TRUE,FALSE,16,3,4,80,0,6,4,3,3,2,1,2,23,3,7.4204632142243,0.00418840788840789,0.00418840788840789,0.00418840788840789,0.0437112024043071,0.0446873928804976,0.0465470420033046,0.0561906206468832,0.0561906206468832,0.0630358587421214
35,FALSE,"Travel_Rarely",755,"Research & Development",9,4,"Life Sciences",1,496,3,"Male",97,2,2,"Healthcare Representative",2,"Single",6540,19394,9,TRUE,FALSE,19,3,3,80,0,10,5,3,1,1,0,0,25,9,2.56010605614069,0,0,0,0.00113960113960114,0.00113960113960114,0.00113960113960114,0.00113960113960114,0.00113960113960114,0.00113960113960114
27,FALSE,"Travel_Rarely",1469,"Research & Development",1,2,"Medical",1,497,4,"Male",82,3,1,"Laboratory Technician",2,"Divorced",3816,17881,1,TRUE,FALSE,11,3,2,80,1,5,2,3,5,2,0,4,22,0,5.36730500869338,0,0,0,0.00137285067873303,0.0191570860086205,0.0197820860086205,0.0272104076869422,0.0272104076869422,0.0340043816867986
28,FALSE,"Travel_Rarely",304,"Sales",9,4,"Life Sciences",1,498,2,"Male",92,3,2,"Sales Executive",4,"Single",5253,20750,1,TRUE,FALSE,16,3,4,80,0,7,1,3,7,5,0,7,21,0,6.43556510954931,0.00189183432890527,0.00189183432890527,0.00189183432890527,0.0036646850076383,0.037528086013769,0.0461257689602876,0.0628193256787669,0.0628193256787669,0.0660021885675122
49,FALSE,"Travel_Rarely",1261,"Research & Development",7,3,"Other",1,499,2,"Male",31,2,3,"Healthcare Representative",3,"Single",10965,12066,8,TRUE,FALSE,24,4,3,80,0,26,2,3,5,2,0,0,23,21,2.56010605614069,0,0,0,0.0236255984881871,0.0254748603374489,0.0275470698467294,0.0486645341963919,0.0486645341963919,0.0486645341963919
51,FALSE,"Travel_Rarely",1178,"Sales",14,2,"Life Sciences",1,500,3,"Female",87,3,2,"Sales Executive",4,"Married",4936,14862,4,TRUE,FALSE,11,3,3,80,1,18,2,2,7,7,0,7,33,11,2.89663413104851,0,0,0,0.00429607409498714,0.0148649314960427,0.0148649314960427,0.0303481212531455,0.0303481212531455,0.039832969737994
36,FALSE,"Travel_Rarely",329,"Research & Development",2,3,"Life Sciences",1,501,4,"Female",96,3,1,"Research Scientist",3,"Married",2543,11868,4,TRUE,FALSE,13,3,2,80,1,6,3,3,2,2,2,2,30,4,3.33993466752718,0.000555555555555556,0.000555555555555556,0.000555555555555556,0.00831280239368475,0.0117787205335159,0.0117787205335159,0.0117787205335159,0.0117787205335159,0.0130287205335159
34,TRUE,"Non-Travel",1362,"Sales",19,3,"Marketing",1,502,1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,TRUE,TRUE,13,3,2,80,0,9,3,2,5,2,0,4,25,4,19.5584873647446,0.0435871146290596,0.0435871146290596,0.0435871146290596,0.111626374556999,0.194755942776478,0.215110298774797,0.245831399139861,0.245831399139861,0.371978119176976
55,FALSE,"Travel_Rarely",1311,"Research & Development",2,3,"Life Sciences",1,505,3,"Female",97,3,4,"Manager",4,"Single",16659,23258,2,TRUE,TRUE,13,3,3,80,0,30,2,3,5,4,1,2,25,25,2.30342111302986,0.000900383141762452,0.000900383141762452,0.000900383141762452,0.00664033825154712,0.0102015701356051,0.0114932368022718,0.0114932368022718,0.0114932368022718,0.0190618388079447
24,FALSE,"Travel_Rarely",1371,"Sales",10,4,"Marketing",1,507,4,"Female",77,3,2,"Sales Executive",3,"Divorced",4260,5915,1,TRUE,TRUE,12,3,4,80,1,5,2,4,5,2,0,3,19,0,7.42969380975505,0.00801635317677273,0.00801635317677273,0.00801635317677273,0.0120390587157802,0.0251572440201783,0.0469028785173473,0.0765206006712049,0.0765206006712049,0.0788455673711716
30,FALSE,"Travel_Rarely",202,"Sales",2,1,"Technical Degree",1,508,3,"Male",72,3,1,"Sales Representative",2,"Married",2476,17434,1,TRUE,FALSE,18,3,1,80,1,1,3,3,1,0,0,0,29,0,13.0779942822721,0.00671607742166213,0.00671607742166213,0.00671607742166213,0.0648737573804862,0.108494533456835,0.187608780321082,0.267772125146192,0.267772125146192,0.317133236257303
26,TRUE,"Travel_Frequently",575,"Research & Development",3,1,"Technical Degree",1,510,3,"Male",73,3,1,"Research Scientist",1,"Single",3102,6582,0,TRUE,FALSE,22,4,3,80,0,7,2,3,6,4,0,4,19,1,7.4204632142243,0.00537093202760369,0.00537093202760369,0.00537093202760369,0.035860138653252,0.0610765725939691,0.0610765725939691,0.103747008152563,0.103747008152563,0.165250964980049
22,FALSE,"Travel_Rarely",253,"Research & Development",11,3,"Medical",1,511,1,"Female",43,3,1,"Research Scientist",2,"Married",2244,24440,1,TRUE,FALSE,13,3,4,80,1,2,1,3,2,1,1,2,20,0,3.33993466752718,0,0,0,0.0409815338315336,0.0530835508076924,0.0632387762581965,0.0794730876983903,0.0794730876983903,0.0807230876983903
36,FALSE,"Travel_Rarely",164,"Sales",2,2,"Medical",1,513,2,"Male",61,2,3,"Sales Executive",3,"Married",7596,3809,1,TRUE,FALSE,13,3,2,80,2,10,2,3,10,9,9,0,26,0,2.52764968198292,0,0,0,0.00607425556563487,0.00887503853328418,0.0097462506544963,0.0157565921648378,0.0157565921648378,0.0195184969267426
30,TRUE,"Travel_Frequently",464,"Research & Development",4,3,"Technical Degree",1,514,3,"Male",40,3,1,"Research Scientist",4,"Single",2285,3427,9,TRUE,TRUE,23,4,3,80,0,3,4,3,1,0,0,0,27,2,22.5517159014684,0.0506338450841131,0.0506338450841131,0.0506338450841131,0.227019958314254,0.333231725224375,0.488069500709984,0.628182551058328,0.628182551058328,0.962412709788487
40,FALSE,"Travel_Rarely",759,"Sales",2,2,"Marketing",1,516,4,"Female",46,3,2,"Sales Executive",2,"Divorced",5715,22553,7,TRUE,FALSE,12,3,3,80,2,8,5,3,5,4,1,3,32,3,2.13326879250517,0,0,0,0.0013871635610766,0.0022871635610766,0.00276335403726708,0.00328966982674076,0.00328966982674076,0.0108410073780783
42,FALSE,"Travel_Rarely",201,"Research & Development",1,4,"Life Sciences",1,517,2,"Female",95,3,1,"Laboratory Technician",1,"Divorced",2576,20490,3,TRUE,FALSE,16,3,2,80,1,8,5,3,5,2,1,2,34,3,5.36730500869338,0.00194017094017094,0.00194017094017094,0.00194017094017094,0.0189194360981445,0.0427423548247717,0.0442423548247717,0.0550747111938928,0.0550747111938928,0.0558439419631236
37,FALSE,"Travel_Rarely",1305,"Research & Development",10,4,"Life Sciences",1,518,3,"Male",49,3,2,"Manufacturing Director",2,"Single",4197,21123,2,TRUE,TRUE,12,3,4,80,0,18,2,2,1,0,0,1,19,17,7.42297482168029,0.00971189281448099,0.00971189281448099,0.00971189281448099,0.0271530845534988,0.042735873666541,0.0471929253867506,0.0620039516348478,0.0620039516348478,0.0680540583908369
43,FALSE,"Travel_Rarely",982,"Research & Development",12,3,"Life Sciences",1,520,1,"Male",59,2,4,"Research Director",2,"Divorced",14336,4345,1,TRUE,FALSE,11,3,3,80,1,25,3,3,25,10,3,9,18,0,0.153868850704596,0,0,0,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107,0.000889328063241107
40,FALSE,"Travel_Rarely",555,"Research & Development",2,3,"Medical",1,521,2,"Female",78,2,2,"Laboratory Technician",3,"Married",3448,13436,6,TRUE,FALSE,22,4,2,80,1,20,3,3,1,0,0,0,20,19,6.35956746097491,0,0,0,0.00920945165945166,0.0127068542568543,0.0164831700463279,0.0193243697673231,0.0193243697673231,0.0200936005365538
31,FALSE,"Travel_Rarely",480,"Research & Development",7,2,"Medical",1,524,2,"Female",31,3,2,"Manufacturing Director",1,"Married",4306,4156,1,TRUE,FALSE,12,3,2,80,1,13,5,1,13,10,3,12,18,0,1.09935097849903,0,0,0,0.016551331351254,0.0212253996742353,0.0393730188529657,0.0456041112899405,0.0456041112899405,0.0586703506061798
43,FALSE,"Travel_Frequently",313,"Research & Development",21,3,"Medical",1,525,4,"Male",61,3,1,"Laboratory Technician",4,"Married",2258,15238,7,TRUE,FALSE,20,4,1,80,1,8,1,3,3,2,1,2,35,5,6.35956746097491,0,0,0,0.0109153898010676,0.0156314479969211,0.0162981146635878,0.0162981146635878,0.0162981146635878,0.0177266860921592
43,FALSE,"Travel_Rarely",1473,"Research & Development",8,4,"Other",1,526,3,"Female",74,3,2,"Healthcare Representative",3,"Divorced",4522,2227,4,TRUE,TRUE,14,3,4,80,0,8,3,3,5,2,0,2,35,3,3.38702923502106,0.00996159748269943,0.00996159748269943,0.00996159748269943,0.0220590696825349,0.0313311694744288,0.0323073599506193,0.0323073599506193,0.0323073599506193,0.0394273412764829
25,FALSE,"Travel_Rarely",891,"Sales",4,2,"Life Sciences",1,527,2,"Female",99,2,2,"Sales Executive",4,"Single",4487,12090,1,TRUE,TRUE,11,3,2,80,0,5,3,3,5,4,1,3,20,0,19.5584873647446,0.0274862497647787,0.0274862497647787,0.0274862497647787,0.0927336529151441,0.145810710073253,0.158940194695384,0.170303164903711,0.170303164903711,0.221032913023855
37,FALSE,"Non-Travel",1063,"Research & Development",25,5,"Medical",1,529,2,"Female",72,3,2,"Research Scientist",3,"Married",4449,23866,3,TRUE,TRUE,15,3,1,80,2,15,2,3,13,11,10,7,22,2,8.85747196340739,0.00112944297082228,0.00112944297082228,0.00112944297082228,0.0148324765290988,0.0400640686989128,0.0601705430340182,0.0681480126318438,0.0681480126318438,0.0767511872350184
31,FALSE,"Travel_Rarely",329,"Research & Development",1,2,"Life Sciences",1,530,4,"Male",98,2,1,"Laboratory Technician",1,"Married",2218,16193,1,TRUE,FALSE,12,3,3,80,1,4,3,3,4,2,3,2,27,0,6.35956746097491,0,0,0,0.0129153898010676,0.0176314479969211,0.0182981146635878,0.0182981146635878,0.0182981146635878,0.0197266860921592
39,FALSE,"Travel_Frequently",1218,"Research & Development",1,1,"Life Sciences",1,531,2,"Male",52,3,5,"Manager",3,"Divorced",19197,8213,1,TRUE,TRUE,14,3,3,80,1,21,3,3,21,8,1,6,18,0,0.87500189894979,0,0,0,0.00666688700826632,0.0122250880664674,0.0201919626951067,0.0251437270040692,0.0251437270040692,0.042738115916334
56,FALSE,"Travel_Frequently",906,"Sales",6,3,"Life Sciences",1,532,3,"Female",86,4,4,"Sales Executive",1,"Married",13212,18256,9,TRUE,FALSE,11,3,4,80,3,36,0,2,7,7,7,7,20,29,2.20566789790455,0,0,0,0.0194225466964597,0.0299202245419637,0.0402432728259959,0.0411956537783769,0.0411956537783769,0.043290891873615
30,FALSE,"Travel_Rarely",1082,"Sales",12,3,"Technical Degree",1,533,2,"Female",83,3,2,"Sales Executive",3,"Single",6577,19558,0,TRUE,FALSE,11,3,2,80,0,6,6,3,5,4,4,4,24,1,6.43556510954931,0.00197119940827035,0.00197119940827035,0.00197119940827035,0.00422024056319386,0.0262356406033996,0.0328747178854302,0.0398767246505949,0.0398767246505949,0.0422903567701094
41,FALSE,"Travel_Rarely",645,"Sales",1,3,"Marketing",1,534,2,"Male",49,4,3,"Sales Executive",1,"Married",8392,19566,1,TRUE,FALSE,16,3,3,80,1,10,2,3,10,7,0,7,31,0,2.89663413104851,0,0,0,0.00417945037082968,0.00713578889403454,0.0088998581581038,0.0154652079556517,0.0154652079556517,0.0154652079556517
28,FALSE,"Travel_Rarely",1300,"Research & Development",17,2,"Medical",1,536,3,"Male",79,3,2,"Laboratory Technician",1,"Divorced",4558,13535,1,TRUE,FALSE,12,3,4,80,1,10,2,3,10,0,1,8,18,0,5.36730500869338,0,0,0,0.00914776334776335,0.0122270372901952,0.0126618198988908,0.0163628362738203,0.0163628362738203,0.024065290682157
25,TRUE,"Travel_Rarely",688,"Research & Development",3,3,"Medical",1,538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,TRUE,FALSE,13,3,3,80,1,6,5,3,2,2,0,2,19,4,6.35956746097491,0.00318172659701895,0.00318172659701895,0.00318172659701895,0.0592573143619774,0.141387724683547,0.173496631686417,0.250204136599804,0.250204136599804,0.286603820249488
52,FALSE,"Travel_Rarely",319,"Research & Development",3,3,"Medical",1,543,4,"Male",39,2,3,"Manufacturing Director",3,"Married",7969,19609,2,TRUE,TRUE,14,3,3,80,0,28,4,3,5,4,0,4,24,23,3.82879137800098,0.00688651925791885,0.00688651925791885,0.00688651925791885,0.0222353183959234,0.0306343521411318,0.0321499199066996,0.0344747062314859,0.0344747062314859,0.0370254234880855
45,FALSE,"Travel_Rarely",192,"Research & Development",10,2,"Life Sciences",1,544,1,"Male",69,3,1,"Research Scientist",4,"Married",2654,9655,3,TRUE,FALSE,21,4,4,80,2,8,3,2,2,2,0,2,37,6,2.9144808830803,0.000357142857142857,0.000357142857142857,0.000357142857142857,0.0366375715349498,0.0603934464761794,0.066777304405316,0.0800592348931288,0.0800592348931288,0.0813092348931288
52,FALSE,"Travel_Rarely",1490,"Research & Development",4,2,"Life Sciences",1,546,4,"Female",30,3,4,"Manager",4,"Married",16555,10310,2,TRUE,FALSE,13,3,4,80,0,31,2,1,5,2,1,4,21,26,0.390938537327142,0,0,0,0.00241363211951447,0.00283029878618114,0.0044578050518453,0.00489258766054095,0.00489258766054095,0.0075855701166813
42,FALSE,"Travel_Frequently",532,"Research & Development",29,2,"Life Sciences",1,547,1,"Female",92,3,2,"Research Scientist",3,"Divorced",4556,12932,2,TRUE,FALSE,11,3,2,80,1,19,3,3,5,4,0,2,23,14,2.81881561595687,0.000384615384615385,0.000384615384615385,0.000384615384615385,0.0284879290661557,0.04103695547834,0.043446466574922,0.0477325416109971,0.0477325416109971,0.051633085511541
30,FALSE,"Travel_Rarely",317,"Research & Development",2,3,"Life Sciences",1,548,3,"Female",43,1,2,"Manufacturing Director",4,"Single",6091,24793,2,TRUE,FALSE,20,4,3,80,0,11,2,3,5,4,0,2,19,6,2.44247097848573,0.000344827586206897,0.000344827586206897,0.000344827586206897,0.00167556351694283,0.00373071649600885,0.00373071649600885,0.00531801808331044,0.00531801808331044,0.00802746549864021
60,FALSE,"Travel_Rarely",422,"Research & Development",7,3,"Life Sciences",1,549,1,"Female",41,3,5,"Manager",1,"Married",19566,3854,5,TRUE,FALSE,11,3,4,80,0,33,5,1,29,8,11,10,27,4,0.390938537327142,0.00166666666666667,0.00166666666666667,0.00166666666666667,0.0218018814684416,0.0218018814684416,0.0234293877341057,0.0270047845595026,0.0270047845595026,0.0345672308851068
46,FALSE,"Travel_Rarely",1485,"Research & Development",18,3,"Medical",1,550,3,"Female",87,3,2,"Manufacturing Director",3,"Divorced",4810,26314,2,TRUE,FALSE,14,3,3,80,1,19,5,2,10,7,0,8,27,9,0.927822851069378,0,0,0,0.00309687052078356,0.00827977183000066,0.00875596230619114,0.0154458834961123,0.0154458834961123,0.0406578659580948
42,FALSE,"Travel_Frequently",1368,"Research & Development",28,4,"Technical Degree",1,551,4,"Female",88,2,2,"Healthcare Representative",4,"Married",4523,4386,0,TRUE,FALSE,11,3,4,80,3,7,4,4,6,5,0,4,35,1,0.877427801154823,0,0,0,0.00730864801344341,0.011984565650345,0.0195032127799761,0.0210349588117222,0.0210349588117222,0.0269934447702081
24,TRUE,"Travel_Rarely",1448,"Sales",1,1,"Technical Degree",1,554,1,"Female",62,3,1,"Sales Representative",2,"Single",3202,21972,1,TRUE,TRUE,16,3,2,80,0,6,4,3,5,3,1,4,18,1,88.3044852590456,0.0181756547819948,0.0181756547819948,0.0181756547819948,0.201397161787809,0.292079237379244,0.524840416344757,0.587286165040506,0.587286165040506,0.923807421561762
34,TRUE,"Travel_Frequently",296,"Sales",6,2,"Marketing",1,555,4,"Female",33,1,1,"Sales Representative",3,"Divorced",2351,12253,0,TRUE,FALSE,16,3,4,80,1,3,3,2,2,2,1,0,31,1,11.0374777287356,0.00965753819400525,0.00965753819400525,0.00965753819400525,0.115708265817488,0.230353605776134,0.310256314178843,0.356220599893128,0.356220599893128,0.388748377670906
38,FALSE,"Travel_Frequently",1490,"Research & Development",2,2,"Life Sciences",1,556,4,"Male",42,3,1,"Laboratory Technician",4,"Married",1702,12106,1,TRUE,TRUE,23,4,3,80,1,1,3,3,1,0,0,0,37,0,19.327521004512,0.0848291612532016,0.0848291612532016,0.0848291612532016,0.320638248790155,0.36715373880223,0.491516659292472,0.542518179830757,0.542518179830757,0.69397948241706
40,FALSE,"Travel_Rarely",1398,"Sales",2,4,"Life Sciences",1,558,3,"Female",79,3,5,"Manager",3,"Married",18041,13022,0,TRUE,FALSE,14,3,4,80,0,21,2,3,20,15,1,12,19,1,0.390938537327142,0,0,0,0,0,0,0,0,0.00138461538461538
26,FALSE,"Travel_Rarely",1349,"Research & Development",23,3,"Life Sciences",1,560,1,"Female",90,3,1,"Research Scientist",4,"Divorced",2886,3032,1,TRUE,FALSE,22,4,2,80,2,3,3,1,3,2,0,2,23,0,2.45974399005745,0.0112312600992134,0.0112312600992134,0.0112312600992134,0.117287113105636,0.163136930769762,0.176259883968954,0.199599710808781,0.199599710808781,0.234068686277756
30,FALSE,"Non-Travel",1400,"Research & Development",3,3,"Life Sciences",1,562,3,"Male",53,3,1,"Laboratory Technician",4,"Married",2097,16734,4,TRUE,FALSE,15,3,3,80,1,9,3,1,5,3,1,4,21,4,6.35956746097491,0.00806459343254672,0.00806459343254672,0.00806459343254672,0.160543925020379,0.233611162122129,0.238690638201605,0.255160335171302,0.255160335171302,0.328823033584001
